utterance_id,emotion,transcript
Ses02M_script03_1_M008,hap,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?"
Ses02M_script03_1_M009,sad,Oh darling don't say that.
Ses02M_script03_1_M010,hap,Meaning that sacred and beautiful thing love?
Ses02M_script03_1_M011,hap,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?
Ses02M_script03_1_M016,sad,"No, that desire will fade along with our passion."
Ses02M_script03_1_M024,hap,You remember that awful scene we had in Venice?
Ses02M_script03_1_M029,hap,"That was a rouser, wasn't it?"
Ses02M_script03_1_M031,hap,I'll never forget his face.
Ses02F_impro01_F000,neu,"Hi. Excuse me.  Um, I'd like to put in this application for my registration."
Ses02F_impro01_F018,ang,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?"
Ses02F_impro01_F019,ang,"Yeah, but your birth certificate--I mean, who carries around their birth certificate?  Nobody does that."
Ses02F_impro01_F020,ang,With your driver's license and your passport.  Just like everybody else.
Ses02F_impro01_F021,ang,"Who--you always use your driver's license.  I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway."
Ses02F_impro01_M000,neu,Hi.
Ses02F_impro01_M001,neu,"Okay.  Let me see here.  Um, we need--we need your original birth certificate."
Ses02F_impro01_M002,neu,Right.  Well.  We still need it.
Ses02F_impro01_M004,neu,um Sorry.
Ses02F_impro01_M017,ang,"Ok, but you're right now you're holding up more people in line by standing here-- and letting"
Ses02F_impro01_M019,ang,"You know, Official documentation--"
Ses02F_script01_2_F005,ang,It's got that all about it.
Ses02F_script01_2_F012,ang,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but..."
Ses02F_script01_2_F013,ang,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.
Ses02F_script01_2_M001,neu,"Well, maybe he just wanted to see her again."
Ses02F_script01_2_M002,neu,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?
Ses02F_script01_2_M004,neu,How do you know he's even thinking of it?
Ses02F_script01_2_M005,neu,"Well, so what?"
Ses02F_script01_2_M006,neu,"Now, listen Kate."
Ses02F_script01_2_M007,neu,You can't read her mind.
Ses02F_script01_2_M008,neu,How do you know why she's waited?
Ses02F_script01_2_M016,ang,What does that mean?  Me above all?
Ses02F_script01_2_M017,ang,Look at you.  Look at you shaking.
Ses02F_script01_2_M018,ang,What have I got to hide?  What the hell is the matter with you Kate?
Ses02F_impro03_F015,hap,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out
Ses02F_impro03_F016,hap,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--"
Ses02F_impro03_F017,hap,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--"
Ses02F_impro03_F018,hap,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--"
Ses02F_impro03_F019,hap,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,"
Ses02F_impro03_F023,hap,Thank you. Thank you so much.
Ses02F_impro03_F026,hap,"Yeah, it's pretty good."
Ses02F_impro03_F027,hap,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors."
Ses02F_impro03_F029,hap,She'll be like--flowers and the--
Ses02F_impro03_F030,hap,"Oh, thank you. [LAUGHTER]"
Ses02F_impro03_M001,neu,"Um, you--"
Ses02F_impro03_M004,hap,That is great.  You look radiant.  I should've guess.
Ses02F_impro03_M009,hap,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it."
Ses02F_impro03_M010,hap,No. I'm just as happy as you are.  This is--
Ses02F_impro03_M011,hap,"So, I mean--it's good though."
Ses02F_impro03_M013,neu,"Oh. Do they--do they know yet? Have you told them? Oh, that's--"
Ses02F_impro03_M014,neu,That's great.  Yeah.
Ses02F_impro03_M015,neu,Okay. You know--you know where?  Or--
Ses02F_impro03_M016,neu,"Uh, huh. I mean, you know, it's spring--It'll be--"
Ses02F_impro03_M017,neu,Spring's nice though.
Ses02F_impro03_M018,neu,"Yeah, that is--how long you guys been together now?"
Ses02F_impro03_M019,hap,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER]
Ses02F_impro03_M020,hap,"Yeah, I'd love to be in that same situation some day, but, wow- so-"
Ses02F_impro03_M022,hap,"Oh, I approve. I-[LAUGHTER]-I more than approve."
Ses02F_impro03_M023,hap,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--"
Ses02F_impro03_M026,hap,"It'll be good.  Wow, that's great."
Ses02M_script02_2_F005,ang,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.
Ses02M_script02_2_F006,ang,We just have different ideas of what this evening is supposed to look like.
Ses02M_script02_2_F011,ang,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.
Ses02M_script02_2_F013,ang,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is."
Ses02M_script02_2_F015,sad,Do you remember the first time we came to see it? It was about four years ago right after we got married.
Ses02M_script02_2_F016,sad,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork."
Ses02M_script02_2_F017,sad,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them
Ses02M_script02_2_F018,sad,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be"
Ses02M_script02_2_F019,sad,"Just dancing barefoot in the sand, drinking champagne out of the bottle."
Ses02M_script02_2_F020,sad,I'd rather not remember some things. I would rather not hope for some things.
Ses02M_script02_2_F021,sad,No.
Ses02M_script02_2_F022,sad,No.
Ses02M_script02_2_F031,sad,"Well, but this isn't anything like I thought anything would be like."
Ses02M_script02_2_F034,sad,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else."
Ses02M_script02_2_F037,hap,Don't be ridiculous. I mean don't you know that?
Ses02M_script02_2_F038,sad,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard."
Ses02M_script02_2_F042,hap,"Well, I guess we don't need glasses."
Ses02M_script02_2_F044,sad,"Augie, I'm sorry."
Ses02M_script02_2_F045,hap,Or not.
Ses02M_script02_2_F046,neu,Hmm.
Ses02M_script02_2_M000,neu,So what do you think?
Ses02M_script02_2_M001,neu,What I was saying.
Ses02M_script02_2_M002,neu,Certainly it's not. Slightly exaggerated scientific fact.
Ses02M_script02_2_M010,neu,"Well, we'll see them this year."
Ses02M_script02_2_M015,neu,"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said"
Ses02M_script02_2_M016,neu,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,"""
Ses02M_script02_2_M017,neu,"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-"
Ses02M_script02_2_M021,neu,"Yea. Okay, sure, no. I see. Listen, you want to dance?"
Ses02M_script02_2_M022,neu,You want to go get some champagne?
Ses02M_script02_2_M023,neu,Take off our shoes?
Ses02M_script02_2_M025,neu,Get married again?
Ses02M_script02_2_M029,ang,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?"
Ses02M_script02_2_M035,sad,"No, I know. Me neither."
Ses02M_script02_2_M037,sad,Maybe if you were with somebody else too.
Ses02M_script02_2_M038,sad,"No, I know. But still, I know I don't make you happy."
Ses02M_script02_2_M040,hap,"Now that you mention it. No, I don't."
Ses02M_script02_2_M041,hap,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.
Ses02M_script02_2_M042,hap,What have we got here?
Ses02M_script02_2_M045,hap,"Shh, if we're very quiet the fish might come."
Ses02M_script02_2_M046,hap,Or not.
Ses02F_impro08_F000,neu,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
Ses02F_impro08_F001,neu,"All right, sir."
Ses02F_impro08_F002,neu,I completely understand.  Automated systems are very difficult sometimes.
Ses02F_impro08_F003,neu,"Um, how may I help you.  You're trying to book a specific flight?"
Ses02F_impro08_F004,neu,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time."
Ses02F_impro08_F005,neu,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,"
Ses02F_impro08_F006,neu,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here."
Ses02F_impro08_F007,neu,Is that all right?
Ses02F_impro08_F008,neu,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end."
Ses02F_impro08_F009,neu,All I'm going to need is your credit card number but just give me one moment. So-
Ses02F_impro08_F010,neu,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there."
Ses02F_impro08_F011,neu,Absolutely. we we
Ses02F_impro08_F012,neu,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves."
Ses02F_impro08_F013,neu,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well."
Ses02F_impro08_F014,neu,Yeah.
Ses02F_impro08_F015,neu,Okay.
Ses02F_impro08_F016,neu,Great.  How many seats?
Ses02F_impro08_F017,neu,Okay.  Great.  Four seats.  I'll book you for four seats.
Ses02F_impro08_F018,neu,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?"
Ses02F_impro08_F019,neu,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?"
Ses02F_impro08_F020,neu,Okay.  Great.  What time of the day would you like?
Ses02F_impro08_F021,neu,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.
Ses02F_impro08_F022,neu,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
Ses02F_impro08_F023,neu,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.
Ses02F_impro08_F024,neu,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.
Ses02F_impro08_F025,neu,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.
Ses02F_impro08_F026,neu,Absolutely. Thank you so much for calling and we hope that you will come to us again.
Ses02F_impro08_F027,neu,Thank you.
Ses02F_impro08_M003,neu,Okay.
Ses02F_impro08_M005,neu,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.
Ses02F_impro08_M006,neu,[BREATHING] that's good.
Ses02F_impro08_M007,neu,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time."
Ses02F_impro08_M008,neu,Okay. So--
Ses02F_impro08_M009,neu,"Well, you know, we wanted to--we wanted to go to Maui and--That was a"
Ses02F_impro08_M010,neu,"--you know, the kids wanna go to the beach and stuff and so--um"
Ses02F_impro08_M011,neu,"Well, it's gonna be four of them."
Ses02F_impro08_M012,neu,All right.  And can they like all get together?
Ses02F_impro08_M013,neu,"Um- You know, window is nice. I guess"
Ses02F_impro08_M015,neu,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--"
Ses02F_impro08_M016,neu,"And, like, there's there's shuttles or something that I can get to the hotel."
Ses02F_impro08_M018,neu,All right.  So we're confirmed then or do you--All right.
Ses02F_impro08_M019,neu,Okay.
Ses02M_script01_1_F015,neu,I got an idea but what's the story?
Ses02M_script01_1_F018,neu,"Well, you want to make sure that your father isn't-"
Ses02M_script01_1_F021,neu,From father's point of you he isn't dead and you have no right to take his girl.
Ses02M_script01_1_F023,neu,You're a considerate fellow.  There's nothing wrong with that.
Ses02M_script01_1_F025,neu,How do you know she'll marry you? Maybe she feels the same way your father does.
Ses02M_script01_1_F026,ang,"Trouble is you don't see enough women, you never did."
Ses02M_script01_1_F027,ang,I just don't see why it has to be Annie.
Ses02M_script01_1_F032,ang,What the hell is this?
Ses02M_script01_1_F033,ang,"What the hell is this, are you crazy?"
Ses02M_script01_1_F034,ang,What about the business? What is this?
Ses02M_script01_1_F035,ang,Must you be inspired?
Ses02M_script01_1_F036,ang,"Tell me, you'd leave the business?"
Ses02M_script01_1_F037,ang,"Well, you don't want to think like that."
Ses02M_script01_1_F041,sad,"Yea, I can see that."
Ses02M_script01_1_M003,sad,I don't know. When it cracked he ran into the house and cried in the kitchen.
Ses02M_script01_1_M004,sad,No. I figured it was best to leave him alone.
Ses02M_script01_1_M005,sad,I could hear him right through the floor in my room.
Ses02M_script01_1_M012,ang,We've got to say it to him.
Ses02M_script01_1_M013,ang,"For God sakes it's been three years, nobody comes back after three years, that's insane."
Ses02M_script01_1_M016,neu,You know why I brought Annie here don't you?
Ses02M_script01_1_M017,neu,You know.
Ses02M_script01_1_M018,neu,I'm going to ask her to marry me.
Ses02M_script01_1_M021,ang,See it isn't just my business-
Ses02M_script01_1_M024,ang,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time."
Ses02M_script01_1_M025,ang,To hell with that.
Ses02M_script01_1_M026,neu,I wanted to get this settled first.
Ses02M_script01_1_M027,neu,"Well, if she does then that's the end of it. From her letters I think she's forgotten him."
Ses02M_script01_1_M028,sad,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me."
Ses02M_script01_1_M035,sad,"If I can't do that here well, then I'll have to get out."
Ses02M_script01_1_M036,sad,"I'll get out. I'll get married and go live some place else, maybe New York."
Ses02M_script01_1_M037,ang,"I've been a good son too long a good sucker, I'm through with it."
Ses02M_script01_1_M038,ang,The business?  The business doesn't inspire me.
Ses02M_script01_1_M039,ang,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful."
Ses02M_script01_1_M041,sad,"Yes, on this I would."
Ses02M_script01_3_F001,hap,It's all right.  It's a good thing.
Ses02M_script01_3_F002,hap,"You know, it's lovely here, the air is sweet."
Ses02M_script01_3_F003,hap,"No, not sorry.  But, um. But I'm not gonna stay."
Ses02M_script01_3_F007,hap,"I knew they would, your mother anyway."
Ses02M_script01_3_F008,neu,"Well, from her point of view, why else would I come?"
Ses02M_script01_3_F009,hap,I guess this is why I came.
Ses02M_script01_3_F012,hap,"Well, you started to write me"
Ses02M_script01_3_F013,hap,Every day since.
Ses02M_script01_3_F019,sad,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed."
Ses02M_script01_3_F021,sad,It wouldn't work this way.
Ses02M_script01_3_F025,sad,Do you still feel that way?
Ses02M_script01_3_F026,sad,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too."
Ses02M_script01_3_F027,sad,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that."
Ses02M_script01_3_F028,hap,What'll I do with a fortune?
Ses02M_script01_3_M000,hap,"I know, it went out of style, didn't it?"
Ses02M_script01_3_M020,sad,Let's drive someplace.  I want to be alone with you.
Ses02M_script01_3_M021,sad,No.  Nothing like that.
Ses02M_script01_3_M022,sad,"Yeah, I suppose I have been.  But it's going from me."
Ses02M_script01_3_M025,sad,"Well, I lost them."
Ses02M_script01_3_M026,sad,Just about all.
Ses02M_script01_3_M027,sad,It takes some time for a guy to toss that off.  'Cause they weren't just men.
Ses02M_script01_3_M028,sad,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had."
Ses02M_script01_3_M029,sad,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today."
Ses02M_script01_3_M030,sad,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?"
Ses02M_script01_3_M031,sad,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him."
Ses02M_script01_3_M032,sad,"Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again."
Ses02M_script01_3_M033,sad,"And I felt what you said, ashamed somehow 'cause nobody had changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator."
Ses02M_script01_3_M034,sad,"I mean, you can take those things out of a war, but when you drive that car, you've gotta realize that it came out of the love a man can have for a man.  You've gotta be a little better because of it."
Ses02M_script01_3_M035,sad,Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.
Ses02M_script01_3_M036,neu,I want you now Annie.
Ses02F_script02_1_F001,neu,What flashlight?
Ses02F_script02_1_F005,neu,Yeah.
Ses02F_script02_1_F019,neu,We didn't see them the first time either.
Ses02F_script02_1_F021,neu,About what?
Ses02F_script02_1_M009,neu,"Oh, well sure."
Ses02F_script02_1_M010,neu,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally."
Ses02F_script02_1_M012,neu,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?"
Ses02F_script02_1_M013,neu,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket."
Ses02F_script02_1_M017,neu,Do you want my jacket?
Ses02F_script02_1_M019,neu,Right.
Ses02F_script02_1_M020,neu,That's my point too.
Ses02F_script02_1_M021,neu,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?
Ses02F_script02_1_M031,neu,"I don't get it.  The first time we came here, you said it was the best night of your life."
Ses02F_script02_1_M033,neu,We weren't in a good spot.
Ses02F_script02_1_M043,neu,"Well, so what do you think?"
Ses02F_script02_1_M044,neu,What I was saying.
Ses02M_impro03_M010,hap,"Oh, well, it was -- you know, we were at this- at this concert and yeah"
Ses02M_impro03_M011,hap,so I-I talked to some of the crew before hand and-
Ses02M_impro03_M012,hap,I-I did.
Ses02M_impro03_M014,hap,"I know, so"
Ses02M_impro03_M015,hap,I got to freak her out.
Ses02M_impro03_M017,hap,"Yea, that way she was guaranteed that she could not say no."
Ses02M_impro03_M021,hap,"Oh yes, they - they you know they love her and so I mean..."
Ses02M_impro03_M027,hap,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand."
Ses02M_impro03_M028,hap,"Sure. Oh, yes."
Ses02M_impro03_M031,hap,Hah.
Ses02F_script03_2_F007,neu,"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it."
Ses02F_script03_2_F011,neu,Just seems so silly to go on and on and on with such a thing.
Ses02F_script03_2_F012,neu,"Well, it's become a habit with you."
Ses02F_script03_2_F013,ang,Don't be so stupid.
Ses02F_script03_2_F014,ang,What?
Ses02F_script03_2_F018,ang,"Oh, be quiet."
Ses02F_script03_2_F020,ang,"Adders don't snap, they sting."
Ses02F_script03_2_F025,ang,You're quite insufferable
Ses02F_script03_2_F029,ang,Shut up.
Ses02F_script03_2_F031,ang,Why?
Ses02F_script03_2_F034,ang,"Turn it on again, please."
Ses02F_script03_2_F035,ang,"Very well, if you insist on being boorish and idiotic."
Ses02F_script03_2_F036,ang,You are far too temperamental.  Try to control yourself.
Ses02F_script03_2_F037,ang,Stop it.  Go away.  I hate you.
Ses02F_script03_2_F038,ang,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully."
Ses02F_script03_2_F039,ang,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible."
Ses02F_script03_2_F040,ang,This is the end.  Finally and forever.  Do you hear me?  The end.
Ses02F_script03_2_F041,ang,"Oh Yes, I am."
Ses02F_script03_2_F042,ang,I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.
Ses02F_script03_2_F043,ang,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.
Ses02F_script03_2_M000,neu,"As a matter of fact, the real cause of that row was Peter Burden."
Ses02F_script03_2_M001,neu,I knew nothing of the sort.  You took presents from him.
Ses02F_script03_2_M006,ang,What of it?
Ses02F_script03_2_M007,ang,"Well, what about me?"
Ses02F_script03_2_M009,neu,"Me, too.  Bored stiff.  You want some brandy?"
Ses02F_script03_2_M011,neu,No particular reason.  Anyhow they were very small ones.
Ses02F_script03_2_M013,ang,"You needn't be so grand, just because you don't happen to want any yourself at the moment."
Ses02F_script03_2_M027,ang,I'm not in the least drunk.
Ses02F_script03_2_M030,ang,"We could get a good debate going about this, don't you think?  Intemperate tots."
Ses02F_script03_2_M036,ang,I'll do no such thing.
Ses02F_script03_2_M037,ang,Turn it off.  It's driving me mad.
Ses02F_script03_2_M038,ang,Turn it off.
Ses02F_script03_2_M039,ang,"Amanda, listen. listen"
Ses02F_script03_2_M041,ang,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live."
Ses02F_script03_2_M042,ang,You're not going like this.
Ses02F_script03_2_M043,ang,You're not.
Ses02F_script03_2_M044,ang,Shut up. Shut up.
Ses02F_script03_2_M045,ang,I wouldn't-- I wouldn't marry--
Ses02F_script03_2_M046,ang,I wouldn't marry you if you came in crawling on your knees
Ses02F_script03_2_M047,ang,You're a evil vampire and I hope to God I never see you again as long as I live.
Ses02F_script02_2_F000,neu,About what?
Ses02F_script02_2_F005,ang,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting."
Ses02F_script02_2_F006,ang,We just have different ideas of what this evening is supposed to look like.
Ses02F_script02_2_F011,ang,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up."
Ses02F_script02_2_F015,sad,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married."
Ses02F_script02_2_F016,sad,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork."
Ses02F_script02_2_F017,sad,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them."
Ses02F_script02_2_F018,sad,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be."
Ses02F_script02_2_F019,sad,"Just dancing barefoot in the sand, drinking champagne out of the bottle."
Ses02F_script02_2_F020,sad,I'd rather not remember some things.  I would rather not hope for some things.
Ses02F_script02_2_F021,sad,No.
Ses02F_script02_2_F022,sad,No.
Ses02F_script02_2_F024,sad,No.
Ses02F_script02_2_F031,sad,Well.  This isn't anything like I thought anything would be like.
Ses02F_script02_2_F033,sad,"I know that, Augie.  Really, I do."
Ses02F_script02_2_F034,sad,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else."
Ses02F_script02_2_F035,sad,I didn't say that.
Ses02F_script02_2_F038,sad,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.
Ses02F_script02_2_F041,hap,"Augie, you brought refreshments."
Ses02F_script02_2_F042,hap,"Well, then we don't need glasses."
Ses02F_script02_2_F043,hap,No.  I think you might be right.  Maybe this is the spot after all.
Ses02F_script02_2_F044,sad,"Augie, I'm sorry."
Ses02F_script02_2_F045,hap,Or not.
Ses02F_script02_2_M001,neu,What I was saying.
Ses02F_script02_2_M002,neu,It certainly is not.  It's slightly exaggerated scientific fact.
Ses02F_script02_2_M003,neu,"Well, I'm not the only one.  Look at all these people."
Ses02F_script02_2_M005,neu,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?"
Ses02F_script02_2_M007,neu,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home."
Ses02F_script02_2_M009,neu,We've missed them twice.  That's not ever.
Ses02F_script02_2_M010,neu,"Well, we'll see them this year."
Ses02F_script02_2_M013,neu,It's just fish.  Nothing to get traumatized about.
Ses02F_script02_2_M016,neu,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky."""
Ses02F_script02_2_M017,neu,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--"
Ses02F_script02_2_M018,neu,Wait a minute.  I've got it.
Ses02F_script02_2_M019,neu,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?"
Ses02F_script02_2_M020,neu,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?"
Ses02F_script02_2_M021,neu,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?"
Ses02F_script02_2_M022,neu,You want me to go get some champagne?
Ses02F_script02_2_M023,neu,Take off our shoes?
Ses02F_script02_2_M029,ang,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?"
Ses02F_script02_2_M031,sad,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us"
Ses02F_script02_2_M033,neu,"Yes, it is."
Ses02F_script02_2_M034,neu,Right.
Ses02F_script02_2_M035,sad,"I know, me neither."
Ses02F_script02_2_M036,sad,I'm doing the best I can.
Ses02F_script02_2_M037,sad,Maybe if you were with somebody else too.
Ses02F_script02_2_M038,sad,"No, I know.  But still.  I know I don't make you happy."
Ses02F_script02_2_M041,hap,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here."
Ses02F_script02_2_M042,hap,"Well, look what we have here."
Ses02F_script02_2_M043,hap,It's not champagne.
Ses02F_script02_2_M045,hap,Shh.  If we're very quiet the fish might come.
Ses02F_script02_2_M046,hap,Or not.
Ses02F_script03_1_F006,hap,Behave exquisitely.
Ses02F_script03_1_F007,hap,"Oh, of course.  I shall probably do a court curtsy."
Ses02F_script03_1_F008,hap,What's so horrible is that one can't stay happy.
Ses02F_script03_1_F009,hap,It's true.  The whole business is a very poor joke.
Ses02F_script03_1_F010,hap,"Yes, meaning just that."
Ses02F_script03_1_F012,neu,Who's they?
Ses02F_script03_1_F013,neu,"If I laugh at everything, then I must laugh at us too."
Ses02F_script03_1_F014,neu,"Well how long will it last us, this ludicrous overbearing love of ours."
Ses02F_script03_1_F015,neu,"Well, shall we always want to bicker and fight?"
Ses02F_script03_1_F016,neu,"Oh, dear, shall we like that?"
Ses02F_script03_1_F017,neu,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?"
Ses02F_script03_1_F019,hap,"Darling, I believe you're talking nonsense."
Ses02F_script03_1_F020,hap,"Elliott, worms don't pop."
Ses02F_script03_1_F021,hap,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you."
Ses02F_script03_1_F022,hap,Which particular one?
Ses02F_script03_1_F023,hap,Charles.  That was his name.  Charles.  He did wriggle so beautifully.
Ses02F_script03_1_F024,hap,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that."
Ses02F_script03_1_F025,hap,It went in intermittently for days.
Ses02F_script03_1_F026,hap,It burned my comb too and all the towels in the bathroom.
Ses02F_script03_1_F027,neu,That was the first time you ever hit me.
Ses02F_script03_1_F028,hap,"The manager came in and found us rolling around on the floor, biting and scratching like panthers."
Ses02F_script03_1_M001,neu,I wonder.
Ses02F_script03_1_M004,neu,I don't care then.
Ses02F_script03_1_M005,neu,Hello?  Hello?  What?  Wrong number.
